sugu,vanus,lapsed,emaharidus,isaharidus,kaaslane,staatus3,tervis,haridus,haridustase,sissetulek,meeldib_oppida,literacy,numeracy,psolvskills,hvaldkond,kaalud
Naine,56,Jah,Kõrg,Kõrg,Jah,Hõivatud,Hea,Kesk-järgne kutse,Keskmine,800,Suurel määral,252.8358,252.1868,256.512,TehTo,113.1567
Naine,23,Ei,Kõrg,Kõrg,Ei,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,618.1215,Väga suurel määral,311.9407,265.3629,304.2961,Hum,100.7362
Mees,57,Jah,Põhi,Põhi,Jah,Hõivatud,Rahuldav,Põhi,Madal,354.9567,Väga vähe,230.5115,185.7482,NA,Üld,121.2352
Mees,42,Jah,Kõrg,Kõrg,Jah,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,2300,Suurel määral,310.0878,342.1533,340.3523,TehTo,108.0566
Mees,43,Jah,Kesk,Kesk,Jah,Hõivatud,Rahuldav,Kesk-järgne kutse,Keskmine,1078.66,Väga vähe,276.3962,245.0658,NA,Teen,162.473
Mees,56,Jah,Põhi,Põhi,Jah,Hõivatud,Hea,Kesk,Keskmine,830,Mõningal määral,311.1209,327.3917,303.056,TehTo,117.8036
Naine,52,Ei,Põhi,Põhi,Ei,Hõivatud,Hea,Kesk,Keskmine,693.3333,Väga suurel määral,270.5592,272.7543,232.4577,Põ,114.2591
Mees,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.49724
Naine,58,Jah,Põhi,Kõrg,Jah,Hõivatud,Hea,Rakenduskõrg,Kõrge,552.3303,Mõningal määral,207.2475,251.6974,264.0746,Terv,113.1567
Naine,60,Jah,Põhi,Põhi,Jah,Hõivatud,Rahuldav,Rakenduskõrg,Kõrge,112.2661,Suurel määral,253.2214,266.9528,258.3146,TehTo,112.6842
Mees,18,Ei,Kõrg,Kõrg,Ei,Hõivatud,Hea,Põhi,Madal,NA,Väga suurel määral,334.1311,339.4588,331.725,Üld,113.2393
Mees,59,Jah,Põhi,Põhi,Jah,Hõivatud,Rahuldav,Kesk,Keskmine,1012.869,Mõningal määral,221.4172,197.1098,NA,TehTo,121.2352
Naine,20,Ei,Kõrg,Kõrg,Ei,Hõivatud,Väga hea,Kesk,Keskmine,325,Suurel määral,331.2432,314.8941,333.5761,Üld,115.7419
Naine,58,Jah,Kesk,Kõrg,Jah,Hõivatud,Suurepärane,Akadeemiline kõrg,Kõrge,1933.946,Väga suurel määral,323.5694,302.5027,345.0072,Täp,85.89999
Naine,35,Jah,Kesk,Kõrg,Jah,Hõivatud,Hea,Kesk,Keskmine,NA,Suurel määral,243.3816,212.1176,231.8541,Teen,158.2228
Naine,30,Ei,Kõrg,Kõrg,Jah,Töötu,Hea,Kesk,Keskmine,NA,Väga suurel määral,228.2194,212.4832,261.5235,Teen,112.0481
Mees,64,Jah,Põhi,Põhi,Jah,Hõivatud,Rahuldav,Põhi,Madal,1090.689,Väga vähe,234.6273,259.8599,NA,Üld,137.8951
Naine,62,Jah,Põhi,Kesk,Jah,Mitteaktiivne,Rahuldav,Kesk,Keskmine,NA,Mõningal määral,307.724,284.9514,NA,TehTo,107.2078
Mees,40,Jah,Kesk,Kõrg,Jah,Hõivatud,Hea,Rakenduskõrg,Kõrge,1933.946,Väga suurel määral,272.104,283.4909,270.5067,TehTo,186.2346
Naine,53,Jah,Põhi,Kesk,Jah,Mitteaktiivne,Halb,Rakenduskõrg,Kõrge,NA,Suurel määral,176.5878,211.9725,203.0087,TehTo,113.1611
Naine,31,Jah,Kesk,Kesk,Jah,Hõivatud,Rahuldav,Rakenduskõrg,Kõrge,486.5391,Suurel määral,279.2131,239.4659,265.6473,Hum,193.114
Mees,44,Jah,Põhi,Põhi,Jah,Hõivatud,Rahuldav,Rakenduskõrg,Kõrge,1556.78,Mõningal määral,258.4868,282.9956,275.1877,NA,151.8045
Mees,47,Jah,Kõrg,Kõrg,Jah,Hõivatud,Väga hea,Akadeemiline kõrg,Kõrge,NA,Suurel määral,275.9485,300.5983,315.8847,Põ,129.6345
Mees,20,Ei,Kõrg,Kõrg,Ei,Mitteaktiivne,Hea,Kesk,Keskmine,NA,Suurel määral,315.6254,278.7161,289.3473,Üld,122.7014
Naine,26,Ei,Kõrg,Kesk,NA,Hõivatud,Väga hea,Akadeemiline kõrg,Kõrge,512.8556,Väga suurel määral,306.563,280.8384,302.2838,TehTo,105.67
Naine,59,Jah,Põhi,Põhi,NA,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,NA,Mõningal määral,265.0042,288.4249,262.9671,Terv,89.82339
Mees,28,Ei,Kesk,Kõrg,Jah,Hõivatud,Väga hea,Põhi,Madal,NA,Suurel määral,271.1718,298.7894,303.651,Üld,117.4506
Mees,52,Jah,Põhi,Põhi,Ei,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,2000,Mõningal määral,309.3242,343.0765,337.9812,Täp,129.6345
Mees,38,Jah,Kesk,Kesk,Jah,Hõivatud,Hea,Rakenduskõrg,Kõrge,1307.613,Suurel määral,366.3295,343.2729,372.2916,TehTo,101.9056
Naine,31,Jah,Põhi,Põhi,Jah,Mitteaktiivne,Väga hea,Kesk,Keskmine,NA,Mõningal määral,239.6055,202.7955,256.9343,Sots,110.4964
Mees,33,Jah,Kesk,Kesk,Jah,Hõivatud,Hea,Põhi,Madal,NA,Mõningal määral,300.2869,280.0874,NA,TehTo,206.9498
Naine,44,Jah,Kõrg,Kõrg,Ei,Hõivatud,Väga hea,Akadeemiline kõrg,Kõrge,NA,Suurel määral,305.1423,316.538,312.2409,TehTo,113.9431
Naine,41,Jah,Kesk,Põhi,Jah,Hõivatud,Väga hea,Kesk,Keskmine,800,Suurel määral,261.0871,237.6042,254.9978,Üld,113.9431
Naine,56,Jah,Kesk,Põhi,Jah,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,581.2784,Mõningal määral,256.2787,220.0882,262.8267,Õp,89.82339
Naine,52,Jah,Põhi,Kõrg,Jah,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,1760,Mõningal määral,294.4242,332.5351,301.754,Sots,116.91
Naine,32,Jah,Kõrg,NA,Jah,Hõivatud,Hea,Rakenduskõrg,Kõrge,NA,Mõningal määral,277.3888,303.4114,294.1985,Teen,109.0535
Mees,33,Jah,Kesk,Kõrg,Jah,Hõivatud,Väga hea,Kesk,Keskmine,815.4951,Suurel määral,255.6483,267.4361,299.3775,TehTo,186.477
Mees,20,Ei,Kõrg,Kõrg,Ei,Mitteaktiivne,Väga hea,Kesk,Keskmine,NA,Väga suurel määral,304.5905,321.4037,NA,Üld,122.7014
Naine,60,Jah,Põhi,Põhi,Jah,Mitteaktiivne,Rahuldav,Kesk,Keskmine,NA,Üldse mitte,268.1791,251.2859,NA,TehTo,87.89297
Naine,19,Jah,Kesk,Kesk,Jah,Mitteaktiivne,Hea,Põhi,Madal,NA,Suurel määral,305.0973,272.0288,306.2442,Üld,104.8351
Naine,58,Jah,NA,NA,Ei,Mitteaktiivne,Halb,Põhi,Madal,NA,Üldse mitte,165.4922,184.0208,NA,Üld,112.6842
Mees,24,Ei,Kõrg,Kõrg,NA,Töötu,Hea,Rakenduskõrg,Kõrge,NA,Väga suurel määral,285.0034,273.6977,319.5095,Täp,132.8443
Mees,41,Ei,Kõrg,Kesk,Ei,Mitteaktiivne,Rahuldav,Kesk,Keskmine,NA,Suurel määral,297.6658,265.2524,NA,Üld,135.4334
Naine,25,Jah,Kõrg,Kõrg,Jah,Töötu,Suurepärane,Põhi,Madal,NA,Suurel määral,229.3471,237.0903,NA,Üld,125.3096
Naine,43,Jah,Kesk,Kesk,Ei,Hõivatud,Väga hea,Akadeemiline kõrg,Kõrge,1039.185,Suurel määral,301.3556,329.4089,337.305,Täp,116.5867
Naine,48,Jah,Põhi,Põhi,Jah,Hõivatud,Rahuldav,Kesk,Keskmine,552.3303,Mõningal määral,177.2088,188.5058,NA,Üld,96.19888
Naine,16,Ei,Kesk,Kesk,Ei,Mitteaktiivne,Hea,Põhi,Madal,NA,Väga vähe,199.6129,152.3876,228.8223,Üld,111.9611
Mees,30,Jah,Kõrg,Põhi,Jah,Hõivatud,Rahuldav,Põhi,Madal,NA,Väga vähe,302.4014,264.705,NA,Üld,115.0878
Naine,53,Jah,Põhi,Põhi,Ei,Mitteaktiivne,Halb,Akadeemiline kõrg,Kõrge,NA,Mõningal määral,264.0475,299.7624,NA,Sots,80.80198
Naine,16,Ei,Kesk,Kesk,NA,Mitteaktiivne,Suurepärane,Põhi,Madal,NA,Väga suurel määral,312.2284,279.7373,297.2414,Üld,118.7607
Mees,53,Jah,Põhi,Põhi,Jah,Mitteaktiivne,Halb,Kesk,Keskmine,NA,Mõningal määral,263.0243,229.4099,NA,Teen,86.34005
Mees,29,Jah,Kesk,Kõrg,Jah,Hõivatud,Väga hea,Akadeemiline kõrg,Kõrge,2591.858,Väga suurel määral,299.043,340.9337,324.0694,Täp,169.5588
Mees,38,Jah,Kesk,Põhi,Jah,Hõivatud,Väga hea,Rakenduskõrg,Kõrge,1276.034,Väga suurel määral,290.1646,285.0877,296.7509,Põ,92.40594
Naine,31,Jah,Kesk,Põhi,Jah,Hõivatud,Hea,Kesk,Keskmine,691,Suurel määral,228.126,244.0307,NA,TehTo,132.5322
Mees,34,Jah,Kesk,Kesk,Jah,Hõivatud,Hea,Kesk,Keskmine,1385.663,Suurel määral,221.7302,245.4598,234.5316,Üld,206.9498
Naine,36,Jah,Kesk,Kesk,Jah,Hõivatud,Väga hea,Kesk-järgne kutse,Keskmine,526.0139,Väga suurel määral,354.0525,332.1786,345.2985,TehTo,102.8143
Naine,44,Jah,Kesk,Põhi,Jah,Hõivatud,Rahuldav,Kesk,Keskmine,NA,Mõningal määral,243.5617,229.5634,NA,TehTo,112.8482
Naine,64,Jah,Põhi,Kesk,NA,Mitteaktiivne,Hea,Akadeemiline kõrg,Kõrge,NA,Suurel määral,286.2345,303.5051,267.9268,Sots,113.1567
Naine,44,Jah,Põhi,Põhi,Jah,Hõivatud,Hea,Rakenduskõrg,Kõrge,1100,Suurel määral,244.7433,264.2419,267.4717,Hum,92.95641
Naine,55,Jah,Põhi,Põhi,Jah,Hõivatud,Hea,Rakenduskõrg,Kõrge,644,Mõningal määral,332.9465,297.4963,NA,Terv,116.91
Naine,41,Jah,Kõrg,Kõrg,Jah,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,1500,Suurel määral,352.8022,390.9957,339.8108,TehTo,92.95641
Mees,31,Ei,Kõrg,Kõrg,NA,Hõivatud,Hea,Kesk,Keskmine,800,Väga suurel määral,269.1144,266.6744,309.7281,Üld,133.5027
Mees,32,Jah,Kõrg,Kõrg,Jah,Hõivatud,Väga hea,Akadeemiline kõrg,Kõrge,NA,Suurel määral,298.766,287.058,292.7152,Täp,169.5588
Naine,41,Jah,Kesk,Kesk,Jah,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,552.3303,Suurel määral,291.8729,265.4842,282.8781,TehTo,162.9217
Mees,55,Jah,Põhi,Põhi,Jah,Hõivatud,Hea,Kesk,Keskmine,1802.363,Mõningal määral,204.8554,248.8809,263.2757,Teen,144.6558
Naine,45,Jah,Põhi,Kesk,Jah,Hõivatud,Hea,Kesk,Keskmine,486.5391,Suurel määral,270.2003,283.1278,257.2433,Põ,91.59137
Naine,50,Jah,Kesk,Põhi,Jah,Mitteaktiivne,Rahuldav,Kesk-järgne kutse,Keskmine,NA,Mõningal määral,347.2606,315.9064,NA,TehTo,93.21415
Naine,34,Jah,Põhi,Põhi,Jah,Mitteaktiivne,Halb,Kesk,Keskmine,NA,Mõningal määral,217.3273,190.7736,217.5789,Üld,104.1182
Mees,26,Jah,Kesk,Kesk,Jah,Hõivatud,Väga hea,Kesk,Keskmine,1078.66,Mõningal määral,284.6416,261.4385,290.6477,Üld,202.9345
Naine,33,Ei,Kõrg,Kesk,Jah,Hõivatud,Hea,Rakenduskõrg,Kõrge,745.3333,Suurel määral,311.6748,346.2316,303.4664,Terv,104.1182
Mees,43,Ei,Kesk,Kesk,Ei,Hõivatud,Hea,Kesk,Keskmine,519.4347,Väga suurel määral,307.818,271.2752,NA,TehTo,167.8111
Mees,33,Jah,Põhi,Põhi,Jah,Hõivatud,Hea,Põhi,Madal,NA,Suurel määral,211.4925,221.3962,223.4971,Üld,118.4129
Naine,41,Jah,Kesk,Kesk,Jah,Mitteaktiivne,Halb,Kesk,Keskmine,NA,Suurel määral,257.2136,185.417,NA,Õp,107.1459
Mees,32,Jah,Kesk,Kesk,Jah,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,770,Suurel määral,328.7627,323.4924,345.6808,Hum,154.0627
Naine,56,Jah,Põhi,Põhi,NA,Mitteaktiivne,Halb,Kesk-järgne kutse,Keskmine,NA,Mõningal määral,235.423,233.601,NA,Teen,112.6842
Naine,57,Jah,Kesk,Kesk,Jah,Hõivatud,Väga hea,Akadeemiline kõrg,Kõrge,2218,Suurel määral,313.7515,299.1226,266.9191,Sots,105.2936
Naine,43,Jah,Põhi,Põhi,Ei,Hõivatud,Rahuldav,Kesk,Keskmine,315.482,Väga suurel määral,264.3564,252.5842,231.799,Sots,121.9408
Mees,49,Jah,Kesk,Kõrg,Jah,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,1933.946,Suurel määral,331.5297,326.1519,344.9158,Teen,144.6558
Mees,49,Jah,Põhi,Põhi,Jah,Mitteaktiivne,Halb,Akadeemiline kõrg,Kõrge,NA,Mõningal määral,252.3981,243.6053,NA,Põ,108.8759
Naine,42,Jah,Kõrg,Kesk,NA,Hõivatud,Suurepärane,Kesk,Keskmine,800,Suurel määral,263.9271,289.8135,254.6559,Põ,96.41215
Naine,61,Jah,Kesk,Kesk,Ei,Hõivatud,Hea,Kesk,Keskmine,500,Mõningal määral,318.1017,293.0284,244.3556,Üld,106.0702
Mees,41,Jah,Kõrg,Põhi,Jah,Hõivatud,Rahuldav,Põhi,Madal,1670.781,Väga suurel määral,224.4331,243.6381,241.5916,Üld,92.40594
Naine,23,Jah,Kõrg,Kesk,Jah,Hõivatud,Rahuldav,Kesk,Keskmine,NA,Suurel määral,304.0006,288.1519,319.2582,Üld,129.6742
Naine,21,Ei,Kesk,Kesk,Ei,Mitteaktiivne,Hea,Kesk,Keskmine,NA,Mõningal määral,208.4305,268.8615,263.1301,Üld,122.2927
Naine,35,Jah,Kesk,Kesk,Ei,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,552.3303,Väga vähe,294.2178,272.8522,266.1573,Sots,138.6186
Naine,16,Ei,Kesk,Kesk,Ei,Mitteaktiivne,Väga hea,Põhi,Madal,NA,Väga suurel määral,294.9097,302.7064,286.8014,Üld,88.03786
Naine,57,Jah,Kõrg,Kõrg,Jah,Hõivatud,Rahuldav,Akadeemiline kõrg,Kõrge,NA,Mõningal määral,281.7165,310.1744,314.6428,TehTo,113.1567
Mees,19,Ei,Kõrg,Kesk,Ei,Mitteaktiivne,Väga hea,Kesk,Keskmine,NA,Suurel määral,269.5683,274.1751,278.1196,Üld,203.9933
Mees,26,Ei,Kõrg,Kesk,Jah,Hõivatud,Hea,Kesk,Keskmine,749.7039,Suurel määral,218.3147,268.7245,220.3716,TehTo,129.8639
Mees,57,Jah,Põhi,Põhi,Jah,Hõivatud,Väga hea,Kesk,Keskmine,749.7039,Väga vähe,225.7854,188.2133,NA,Üld,79.56225
Mees,19,Ei,Kõrg,Kesk,Ei,Hõivatud,Väga hea,Kesk,Keskmine,563.9155,Suurel määral,333.799,314.6615,309.674,Üld,132.8443
Mees,33,Jah,Kõrg,NA,Jah,Hõivatud,Väga hea,Kesk,Keskmine,1784.856,Suurel määral,251.5089,275.3279,294.5138,Üld,154.0627
Mees,44,Ei,Põhi,Kesk,Jah,Mitteaktiivne,Hea,Kesk,Keskmine,NA,Väga suurel määral,205.8804,201.7856,202.6694,Üld,151.8045
Naine,42,Jah,Kesk,Kesk,Jah,Hõivatud,Hea,Rakenduskõrg,Kõrge,624.598,Väga suurel määral,202.9993,247.5355,224.7004,Sots,107.6133
Naine,61,Jah,Põhi,Põhi,NA,Mitteaktiivne,Hea,Kesk,Keskmine,NA,Mõningal määral,280.594,239.2802,NA,Üld,105.2936
Mees,38,Jah,Põhi,Põhi,Jah,Mitteaktiivne,Suurepärane,Kesk,Keskmine,NA,Suurel määral,233.8311,237.4508,249.0682,Üld,120.1394
Mees,16,Ei,Kõrg,Kesk,Ei,Mitteaktiivne,Hea,Põhi,Madal,NA,Suurel määral,321.2724,293.0291,342.8817,Üld,122.7014
Naine,57,Jah,Põhi,Kesk,Ei,Hõivatud,Hea,Kesk,Keskmine,339.1668,Väga suurel määral,267.5121,276.4287,252.0002,TehTo,107.7365
Mees,30,Jah,Kesk,Kõrg,Jah,Hõivatud,Väga hea,Akadeemiline kõrg,Kõrge,1640.517,Suurel määral,295.9685,313.7458,302.9557,Hum,169.5588
Naine,33,Jah,Kõrg,Kõrg,Ei,Hõivatud,Väga hea,Akadeemiline kõrg,Kõrge,1276.034,Väga suurel määral,292.5159,279.6039,265.2399,Sots,129.527
Mees,46,Jah,Põhi,Põhi,Jah,Hõivatud,Rahuldav,Kesk,Keskmine,NA,Väga vähe,206.622,203.9974,NA,Üld,97.3427
Mees,36,Jah,Kesk,Kõrg,Jah,Hõivatud,Hea,Kesk-järgne kutse,Keskmine,NA,Suurel määral,269.8981,287.7954,288.5591,Põ,101.9056
Mees,46,Jah,Põhi,Põhi,NA,Hõivatud,Rahuldav,Kesk,Keskmine,420.7479,Mõningal määral,243.1726,228.7861,NA,Teen,109.2704
Naine,61,Jah,Kesk,Kesk,Jah,Mitteaktiivne,Rahuldav,Kesk-järgne kutse,Keskmine,NA,Mõningal määral,314.2403,304.5929,NA,Teen,113.1567
Naine,31,Jah,Põhi,NA,Jah,Hõivatud,Hea,Põhi,Madal,552.3303,Väga suurel määral,262.1257,242.9214,295.2501,Üld,174.6619
Naine,55,Jah,Kesk,Kesk,Ei,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,2500,Mõningal määral,326.9897,364.9555,300.8365,TehTo,114.2591
Mees,57,Ei,Kesk,Kesk,NA,Mitteaktiivne,Rahuldav,Kesk,Keskmine,NA,Suurel määral,252.8254,237.8899,NA,Üld,93.43029
Naine,60,Jah,Põhi,Põhi,NA,Hõivatud,Rahuldav,Akadeemiline kõrg,Kõrge,NA,Mõningal määral,314.9113,338.9789,NA,TehTo,95.4717
Naine,20,Ei,Kõrg,Kõrg,Ei,Mitteaktiivne,Hea,Kesk,Keskmine,NA,Mõningal määral,321.6697,322.1275,318.6933,Üld,118.4273
Mees,21,Ei,Kesk,Kõrg,Ei,Hõivatud,Väga hea,Kesk,Keskmine,1375,Väga suurel määral,287.1959,286.4459,290.5727,TehTo,111.6711
Mees,46,Jah,Kõrg,Kõrg,Jah,Hõivatud,Hea,Rakenduskõrg,Kõrge,1000,Mõningal määral,294.7583,306.1239,NA,TehTo,160.1555
Mees,26,Jah,Kõrg,Kõrg,NA,Hõivatud,Suurepärane,Akadeemiline kõrg,Kõrge,420.7479,Suurel määral,346.5529,323.342,NA,Täp,154.0627
Naine,50,Jah,Põhi,Põhi,Jah,Hõivatud,Rahuldav,Rakenduskõrg,Kõrge,NA,Mõningal määral,255.8454,275.3062,230.375,TehTo,122.7917
Naine,36,Ei,Kõrg,Kõrg,Ei,Töötu,Rahuldav,Rakenduskõrg,Kõrge,NA,Väga suurel määral,273.3005,252.1835,NA,TehTo,112.8482
Mees,62,Jah,NA,NA,Jah,Mitteaktiivne,Rahuldav,Kesk,Keskmine,NA,Suurel määral,269.7822,277.8494,NA,Üld,93.43029
Mees,37,Jah,Kõrg,Kõrg,Jah,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,NA,Suurel määral,316.5275,315.0255,319.8672,Põ,88.33611
Naine,61,Jah,Põhi,Põhi,Ei,Mitteaktiivne,Halb,Akadeemiline kõrg,Kõrge,NA,Mõningal määral,275.1962,262.7711,NA,Õp,89.39527
Naine,19,Ei,Kõrg,Kõrg,Ei,Mitteaktiivne,Suurepärane,Kesk,Keskmine,NA,Väga suurel määral,315.8267,323.2373,287.34,Üld,118.7607
Mees,37,Jah,Kesk,Kesk,Jah,Hõivatud,Rahuldav,Kesk,Keskmine,1078.66,Suurel määral,294.927,307.8235,286.5453,Üld,133.7182
Mees,27,Ei,Kõrg,Kõrg,Ei,Hõivatud,Suurepärane,Kesk,Keskmine,NA,Mõningal määral,251.6789,252.4026,277.1789,TehTo,132.8097
Mees,56,Jah,Kesk,Põhi,Jah,Hõivatud,Suurepärane,Akadeemiline kõrg,Kõrge,618.1215,Mõningal määral,273.8507,240.0524,NA,Põ,91.24158
Naine,19,Ei,Kõrg,Kesk,Jah,Hõivatud,Väga hea,Kesk,Keskmine,104.0997,Väga suurel määral,268.3936,285.5831,326.1315,Üld,118.4273
Naine,49,Jah,Kõrg,Kõrg,Jah,Hõivatud,Rahuldav,Akadeemiline kõrg,Kõrge,315.482,Suurel määral,375.0724,350.641,339.8112,Sots,114.2591
Mees,25,Ei,Kesk,Kesk,NA,Hõivatud,Hea,Põhi,Madal,632.5956,Mõningal määral,199.3057,189.7216,162.4106,TehTo,94.64223
Naine,43,Jah,Kõrg,Kõrg,Jah,Mitteaktiivne,Rahuldav,Akadeemiline kõrg,Kõrge,NA,Mõningal määral,305.399,316.0165,329.4647,Hum,113.9431
Mees,18,Ei,Kesk,Kesk,Ei,Mitteaktiivne,Väga hea,Põhi,Madal,NA,Suurel määral,324.1191,303.8042,308.6812,Üld,106.7934
Mees,65,Ei,Põhi,Põhi,NA,Hõivatud,Rahuldav,Rakenduskõrg,Kõrge,416.3987,Mõningal määral,238.9008,256.8289,NA,TehTo,141.0944
Naine,44,Jah,Kesk,Kõrg,Jah,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,394.4314,Suurel määral,267.9413,241.4664,NA,Hum,113.9431
Mees,17,Ei,Kõrg,Kõrg,Ei,Hõivatud,Väga hea,Põhi,Madal,NA,Suurel määral,221.4786,223.1435,240.2313,Üld,109.2711
Naine,44,Jah,Kesk,Kõrg,Jah,Mitteaktiivne,Hea,Kesk,Keskmine,NA,Väga vähe,327.2567,329.5691,NA,Üld,84.29099
Naine,64,Jah,Kesk,Põhi,NA,Mitteaktiivne,Rahuldav,Akadeemiline kõrg,Kõrge,NA,Mõningal määral,347.4835,345.9136,NA,Põ,94.66655
Naine,37,Jah,Kõrg,Kesk,Jah,Hõivatud,Suurepärane,Rakenduskõrg,Kõrge,1078.66,Suurel määral,328.8647,316.286,330.4601,Hum,113.9431
Naine,50,Jah,Põhi,Põhi,Jah,Hõivatud,Hea,Kesk,Keskmine,354.9567,Suurel määral,250.9019,288.0472,263.1247,Üld,102.7272
Mees,21,Jah,Põhi,Põhi,Jah,Hõivatud,Rahuldav,Põhi,Madal,958.0197,Suurel määral,192.0831,202.1217,259.8323,Üld,103.3281
Mees,26,Jah,Kesk,Kesk,Jah,Hõivatud,Suurepärane,Akadeemiline kõrg,Kõrge,NA,Suurel määral,300.9204,317.5715,331.3812,Sots,132.8443
Naine,33,Ei,Kõrg,Kesk,Jah,Hõivatud,Hea,Kesk,Keskmine,NA,Suurel määral,280.6761,286.1068,NA,Üld,123.9307
Mees,59,Jah,Kesk,Põhi,Jah,Hõivatud,Rahuldav,Kesk,Keskmine,486.5391,Mõningal määral,296.0198,334.8806,290.724,Teen,86.86417
Mees,23,Jah,Kesk,Põhi,Jah,Hõivatud,Väga hea,Põhi,Madal,1660.879,Suurel määral,290.5839,282.4132,299.0848,Üld,106.7934
Naine,21,Ei,Kesk,Kesk,Ei,Hõivatud,Väga hea,Rakenduskõrg,Kõrge,520,Suurel määral,309.236,313.1812,316.3565,TehTo,115.7419
Naine,63,Jah,Kõrg,Kõrg,Jah,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,1233.927,Mõningal määral,263.4536,241.0203,184.6414,Terv,89.82339
Naine,35,Jah,Põhi,NA,Jah,Hõivatud,Suurepärane,Kesk,Keskmine,400,Suurel määral,162.7177,195.8016,208.9139,Teen,124.5773
Naine,31,Jah,Põhi,Kesk,Ei,Hõivatud,Väga hea,Põhi,Madal,644.4749,Suurel määral,193.4041,218.6879,209.0596,Üld,92.34975
Mees,41,Ei,Kõrg,Kõrg,NA,Hõivatud,Hea,Rakenduskõrg,Kõrge,130.8827,Suurel määral,214.0857,212.7187,NA,Üld,112.3056
Mees,53,Jah,Kõrg,Kõrg,NA,Hõivatud,Rahuldav,Akadeemiline kõrg,Kõrge,197.0578,Väga vähe,283.5783,274.7774,229.2542,Täp,180.5471
Naine,40,Jah,Kõrg,Kesk,Jah,Hõivatud,Rahuldav,Kesk,Keskmine,690,Väga vähe,299.8762,325.3478,290.6445,Põ,91.59137
Mees,50,Jah,Põhi,Põhi,Ei,Hõivatud,Hea,Kesk-järgne kutse,Keskmine,1144.451,Mõningal määral,203.0942,241.6717,NA,TehTo,144.6558
Mees,44,Ei,Põhi,Põhi,Jah,Hõivatud,Halb,Kesk,Keskmine,460.2226,Suurel määral,226.5806,217.2121,NA,TehTo,132.06
Mees,29,Jah,Kesk,Kesk,Jah,Hõivatud,Hea,Kesk,Keskmine,1100.627,Mõningal määral,280.5872,308.7319,252.8293,TehTo,186.477
Mees,45,Jah,Kesk,Kesk,Jah,Hõivatud,Hea,Kesk,Keskmine,866.6667,Suurel määral,251.8442,223.1632,NA,Teen,160.1555
Mees,38,Jah,Kõrg,Kõrg,Jah,Hõivatud,Hea,Kesk,Keskmine,2197.11,Suurel määral,312.8399,334.5286,307.1,Üld,101.9056
Naine,62,Jah,Põhi,Põhi,Jah,Hõivatud,Hea,Rakenduskõrg,Kõrge,927,Mõningal määral,333.7143,313.0006,307.3578,Terv,113.1567
Naine,57,Jah,Põhi,NA,Jah,Hõivatud,Hea,Kesk,Keskmine,700,Mõningal määral,231.3305,243.5226,209.9646,Sots,99.44425
Mees,35,Jah,Kõrg,Kõrg,Jah,Hõivatud,Väga hea,Akadeemiline kõrg,Kõrge,2197.11,Mõningal määral,359.9046,387.5981,361.66,Sots,156.1748
Mees,23,Ei,Kõrg,Kõrg,Jah,Hõivatud,Hea,Kesk,Keskmine,NA,Väga suurel määral,299.579,377.2906,362.1457,Üld,122.7014
Mees,19,Ei,Kõrg,Kõrg,Jah,Mitteaktiivne,Hea,Põhi,Madal,NA,Suurel määral,301.0688,329.8081,299.5317,Üld,105.2251
Naine,17,Ei,Kõrg,Kõrg,Ei,Mitteaktiivne,Väga hea,Põhi,Madal,NA,Suurel määral,299.7184,302.0416,323.8958,Üld,103.9617
Mees,61,Jah,Põhi,Põhi,Jah,Mitteaktiivne,Rahuldav,Põhi,Madal,NA,Üldse mitte,218.4519,221.1577,NA,Üld,91.24158
Mees,36,Jah,Kesk,Põhi,Jah,Hõivatud,Hea,Kesk,Keskmine,1086.555,Mõningal määral,283.1603,282.3725,259.4926,TehTo,122.6488
Naine,19,Ei,Kesk,NA,Ei,Hõivatud,Väga hea,Kesk,Keskmine,257.7899,Suurel määral,277.1162,270.0382,290.3112,Üld,176.5571
Naine,64,Jah,Põhi,Põhi,Jah,Mitteaktiivne,Halb,Kesk,Keskmine,NA,Väga vähe,102.6627,94.45371,NA,Üld,85.89999
Naine,63,Jah,Põhi,Põhi,Jah,Hõivatud,Rahuldav,Põhi,Madal,354.9567,Väga vähe,223.957,237.7603,211.4469,Üld,110.5761
Mees,18,Ei,Kesk,Kesk,Ei,Mitteaktiivne,Hea,Põhi,Madal,NA,Suurel määral,232.5536,246.8264,261.3853,Üld,207.8822
